user_id,loan_score,device_rating,data_quality,ltv_rate,bureau_score,total_tenure,months_active,savings_score,tx_score,usage_score,airtime_score,cluster
373227,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,
168965,7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,
603685,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,
407698,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,
236105,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,
80075,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,
311752,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,
745787,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,
537634,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,
255668,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,
627647,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,
2071,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,
263023,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,
549656,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,
332259,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,
768762,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,
290590,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,
11486,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,
694595,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,
695217,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,
592939,9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,
50485,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,
464642,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,
408800,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,
635501,9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,
137524,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,
54964,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,
525660,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,
255823,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,
627458,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,
357391,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,
401552,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,
65818,10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,
306291,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,
248771,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,
474595,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,
486864,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,
468789,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,
270711,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,
64247,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,
88768,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,
284229,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,
719284,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,
266323,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,
701956,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,
329999,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,
706138,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,
326417,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,
679914,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,
230475,13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,
179620,8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,
545071,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,
27013,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,
639407,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,
398310,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,
551379,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,
448625,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,
94200,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,
330746,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,
212093,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,
315604,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,
49925,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,
405349,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,
50955,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,
531666,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,
85373,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,
129979,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,
719351,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,
594232,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,
549694,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,
711762,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,
231820,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,
594243,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,
494591,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,
402684,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,
54874,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,
574654,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,
189414,7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,
352030,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,
463915,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,
312403,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,
233585,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,
193468,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,
238153,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,
15454,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,
500699,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,
775668,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,
294656,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,
789464,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,
298379,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,
85632,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,
358582,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,
578237,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,
517727,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,
581202,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,
27732,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,
397149,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,
374902,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,
50347,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,
696303,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,
338985,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,
469702,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,
43795,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,
474514,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,
122661,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,
385355,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,
548983,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,
370166,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,
23221,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,
73230,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,
613806,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,
646989,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,
703243,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,
510916,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,
4445,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,
654044,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,
622876,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,
204672,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,
444214,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,
688685,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,
752995,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,
226063,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,
25029,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,
562841,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,
366103,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,
646377,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,
38157,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,
189036,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,
171058,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,
445234,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,
748260,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,
712612,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,
91729,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,
385373,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,
59440,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,
672495,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,
529269,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,
173741,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,
140217,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,
472109,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,
789760,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,
598689,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,
217952,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,
536309,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,
410026,7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,
61888,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,
688904,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,
394977,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,
317874,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,
399586,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,
419387,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,
529260,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,
760964,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,
282766,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,
534104,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,
538013,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,
563811,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,
581303,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,
282728,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,
482257,7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,
587811,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,
669228,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,
688450,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,
191007,10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,
501002,10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,
513193,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,
143805,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,
98568,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,
429200,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,
450200,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,
633915,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,
397759,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,
727969,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,
756301,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,
635482,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,
399217,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,
334602,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,
269389,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,
764655,7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,
269711,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,
615956,12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,
628652,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,
437101,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,
697427,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,
716297,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,
724765,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,
593246,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,
721950,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,
653084,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,
699509,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,
311704,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,
457423,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,
219757,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,
50414,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,
640554,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,
473781,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,
770212,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,
403949,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,
355600,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,
171731,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,
11118,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,
111067,10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,
409937,11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,
80169,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,
482664,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,
584750,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,
693121,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,
201871,10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,
457112,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,
791438,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,
367011,6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,
207280,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,
736313,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,
566565,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,
200349,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,
350906,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,
209810,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,
787727,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,
624404,6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,
63045,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,
374431,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,
442513,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,
399452,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,
191836,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,
410002,7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,
56452,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,
759928,8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,
144303,11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,
648226,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,
446418,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,
156496,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,
386040,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,
93431,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,
561449,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,
615696,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,
716531,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,
263140,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,
32113,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,
725810,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,
296805,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,
80631,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,
117421,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,
155246,9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,
295248,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,
695914,8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,
436682,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,
634585,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,
418120,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,
757898,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,
573407,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,
183729,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,
767854,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,
310932,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,
519777,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,
305172,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,
512330,9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,
333108,10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,
476309,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,
205592,10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,
88382,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,
498238,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,
636217,10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,
185131,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,
295261,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,
235085,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,
653018,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,
276831,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,
240931,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,
137986,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,
90544,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,
88739,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,
54564,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,
719527,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,
299323,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,
712642,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,
80064,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,
717876,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,
132845,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,
256843,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,
137396,9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,
149152,9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,
664079,10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,
572648,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,
297283,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,
130200,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,
516983,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,
576057,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,
252983,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,
331733,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,
177412,9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,
769060,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,
327415,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,
143789,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,
167990,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,
519470,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,
734960,9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,
31744,8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,
269600,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,
74235,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,
154018,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,
427290,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,
706347,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,
518308,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,
587710,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,
242517,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,
127054,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,
358542,12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,
71030,7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,
692212,6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,
778299,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,
131137,9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,
452455,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,
516724,9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,
151655,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,
404127,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,
