label,Account type,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Savings type,Length of current employment,Instalment per cent,Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age,Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Foreign Worker
1,1,36.0,2,2,3620.0,1,3,1,3,3,2,2,37.0,3,2,1,3,2,1
1,1,18.0,2,3,3509.0,1,4,4,2,3,1,1,25.0,3,2,1,3,1,1
1,2,12.0,2,2,3017.0,1,2,3,2,1,1,1,34.0,3,1,1,4,1,1
1,1,12.0,2,2,1657.0,1,3,2,3,1,2,1,27.0,3,2,1,3,1,1
1,1,8.0,4,10,1164.0,1,5,3,3,1,4,4,51.0,1,3,2,4,2,1
0,1,36.0,4,2,6229.0,1,2,4,2,2,4,4,23.0,3,1,2,2,1,1
0,1,24.0,1,0,1193.0,1,1,1,2,2,4,4,29.0,3,1,2,1,1,1
1,1,30.0,0,2,4583.0,1,3,2,1,3,2,1,32.0,3,2,2,3,1,1
1,1,36.0,4,2,5371.0,1,3,3,3,3,2,2,28.0,3,2,2,3,1,1
1,1,12.0,2,2,708.0,1,3,2,3,3,3,2,38.0,3,2,1,2,2,1
1,1,21.0,4,0,571.0,1,5,4,3,1,4,1,64.5,3,2,2,3,1,1
1,1,30.0,2,3,2522.0,1,5,1,3,3,3,2,39.0,3,2,1,3,2,1
0,1,36.0,2,2,5179.0,1,4,4,3,1,2,2,29.0,3,2,1,3,1,1
0,1,36.0,2,1,7882.375,1,3,2,3,1,2,2,26.0,3,2,1,3,2,1
1,4,24.0,4,2,2028.0,1,4,2,3,1,2,2,30.0,3,2,2,2,1,1
1,1,6.0,2,0,1374.0,5,1,4,2,1,3,2,64.5,3,2,1,4,1,1
1,1,12.0,2,2,1289.0,1,3,4,3,3,1,2,21.0,3,2,1,2,1,1
0,1,36.0,2,2,2712.0,1,5,2,3,1,2,2,41.0,1,2,1,3,2,1
1,1,15.0,4,2,975.0,1,3,2,1,1,3,2,25.0,3,2,2,3,1,1
1,2,6.0,3,2,1050.0,1,1,4,3,1,1,2,35.0,2,2,2,4,1,2
1,1,6.0,4,0,609.0,1,4,4,2,1,3,2,37.0,3,2,2,3,1,1
1,1,42.0,2,1,4788.0,1,4,4,3,1,3,2,26.0,3,2,1,3,2,1
1,2,24.0,2,2,3069.0,2,5,4,3,1,4,4,30.0,3,3,1,3,1,1
0,2,12.0,2,0,836.0,2,2,4,2,1,2,2,23.0,1,2,1,2,1,1
1,1,12.0,2,2,2577.0,1,3,2,1,1,1,3,42.0,3,2,1,3,1,1
1,1,12.0,2,2,1620.0,1,3,2,2,2,3,2,30.0,3,2,1,3,1,1
1,1,15.0,2,2,1845.0,1,2,4,2,3,1,2,46.0,3,1,1,3,1,1
1,1,24.0,2,1,6579.0,1,1,4,3,1,2,4,29.0,3,3,1,4,1,1
1,1,12.0,2,0,1893.0,1,3,4,2,3,4,2,29.0,3,2,1,3,1,1
1,1,30.0,4,1,7882.375,1,5,3,3,1,4,4,38.0,3,3,3,4,2,1
1,1,18.0,2,0,2249.0,2,4,4,3,1,3,3,30.0,3,2,1,4,2,1
0,1,30.0,2,2,3108.0,1,2,2,1,1,4,2,31.0,3,2,1,2,1,1
1,2,12.0,4,0,958.0,1,4,2,3,1,3,1,47.0,3,2,2,2,2,1
1,4,24.0,2,1,7882.375,5,3,2,1,1,4,4,48.0,3,3,1,3,1,1
1,4,24.0,4,10,6314.0,1,1,4,3,2,2,4,27.0,1,2,2,4,1,1
1,1,12.0,4,1,1526.0,1,5,4,3,1,4,4,64.5,3,3,2,4,1,1
1,1,12.0,2,2,3590.0,1,3,2,3,2,2,2,29.0,3,2,1,2,2,1
1,1,24.0,4,1,6615.0,1,1,2,3,1,4,4,64.5,3,3,2,4,1,1
1,1,6.0,4,2,1872.0,1,1,4,3,1,4,4,36.0,3,3,3,4,1,1
1,4,12.0,2,0,2859.0,5,1,4,3,1,4,4,38.0,3,2,1,4,1,1
1,4,18.0,4,3,1582.0,4,5,4,3,1,4,3,46.0,3,2,2,3,1,1
1,4,6.0,2,8,1238.0,5,1,4,3,1,4,2,36.0,3,2,1,4,2,1
1,1,12.0,2,2,2578.0,1,1,3,2,1,4,4,55.0,3,3,1,4,1,1
1,1,15.0,4,2,1433.0,1,3,4,2,1,3,2,25.0,3,1,2,3,1,1
1,1,42.0,2,2,7882.0,1,4,2,3,3,4,2,45.0,3,3,1,3,2,1
1,1,24.0,2,2,4169.0,1,3,4,3,1,4,2,28.0,3,2,1,3,1,1
1,1,36.0,2,2,3959.0,1,1,4,3,1,3,2,30.0,3,2,1,4,1,1
1,1,36.0,2,0,3249.0,1,4,2,3,1,4,4,39.0,1,3,1,4,2,1
1,1,24.0,2,2,3149.0,1,2,4,3,1,1,4,22.0,1,3,1,3,1,1
0,1,12.0,4,2,2246.0,1,5,3,3,1,3,2,60.0,3,2,2,3,1,1
1,1,13.0,4,9,1797.0,1,2,3,3,1,1,2,28.0,1,2,2,2,1,1
1,1,20.0,4,2,4272.0,1,5,1,2,1,4,2,24.0,3,2,2,3,1,1
1,1,24.0,4,1,2957.0,1,5,4,3,1,4,2,63.0,3,2,2,3,1,1
1,1,36.0,4,2,2348.0,1,3,3,4,1,2,2,46.0,3,2,2,3,1,1
1,3,42.0,0,9,6289.0,1,2,2,1,1,1,2,33.0,3,2,2,3,1,1
1,1,24.0,4,1,6419.0,1,5,2,2,1,4,4,44.0,3,3,2,4,2,1
0,1,42.0,4,1,6143.0,1,5,4,2,1,4,4,58.0,2,3,2,2,1,1
1,4,24.0,4,6,1597.0,1,5,4,3,1,4,4,54.0,3,3,2,3,2,1
1,1,36.0,2,10,7882.375,1,1,2,1,2,3,3,43.0,3,2,1,4,1,1
1,4,24.0,4,3,2223.0,2,5,4,3,1,4,2,52.0,1,2,2,3,1,1
1,4,42.0,3,3,7238.0,5,5,3,3,1,3,3,32.0,1,2,2,3,2,1
1,2,30.0,3,9,2503.0,2,5,4,3,1,2,2,41.0,2,2,2,3,1,1
1,2,18.0,2,9,2622.0,2,3,4,3,1,4,3,34.0,3,2,1,3,1,1
1,2,24.0,2,2,4351.0,5,3,1,2,1,4,2,48.0,3,2,1,2,1,1
1,2,6.0,2,3,368.0,5,5,4,3,1,4,2,38.0,3,2,1,3,1,1
1,2,12.0,2,8,754.0,5,5,4,3,1,4,2,38.0,3,2,2,3,1,1
1,4,24.0,4,3,2424.0,5,5,4,3,1,4,2,53.0,3,2,2,3,1,1
1,2,42.0,3,9,6681.0,5,3,4,3,1,4,4,38.0,3,3,1,3,2,1
1,2,18.0,3,9,2427.0,5,5,4,3,1,2,2,42.0,3,2,2,3,1,1
0,2,24.0,4,3,1216.0,2,2,4,3,1,4,4,38.0,1,2,2,3,2,1
1,2,6.0,2,3,753.0,1,3,2,2,3,3,1,64.0,3,2,1,3,1,1
1,2,7.0,2,3,2576.0,1,3,2,3,3,2,1,35.0,3,2,1,3,1,2
1,2,6.0,2,3,590.0,1,2,3,4,1,3,1,26.0,3,2,1,2,1,2
1,2,8.0,2,3,1414.0,1,3,4,3,3,2,1,33.0,3,2,1,3,1,2
1,2,12.0,2,3,1103.0,1,4,4,3,3,3,1,29.0,3,2,2,3,1,1
1,2,12.0,3,3,585.0,1,3,4,4,2,4,1,20.0,3,1,2,3,1,1
1,2,6.0,2,3,1068.0,1,5,4,3,1,4,3,28.0,3,2,1,3,2,1
1,1,8.0,4,0,713.0,1,5,4,3,1,4,1,47.0,3,2,2,2,1,1
1,2,12.0,2,3,1092.0,1,3,4,2,3,4,1,49.0,3,2,2,3,1,1
1,2,7.0,2,3,2329.0,1,2,1,2,3,1,1,45.0,3,2,1,3,1,1
1,2,13.0,4,3,882.0,1,2,4,3,3,4,1,23.0,3,2,2,3,1,1
1,2,18.0,2,3,866.0,1,3,4,4,3,2,1,25.0,3,2,1,2,1,1
1,2,7.0,2,3,2415.0,1,3,3,3,3,2,1,34.0,3,2,1,3,1,1
1,2,13.0,2,3,2101.0,1,2,2,2,3,4,2,23.0,3,2,1,2,1,1
1,2,18.0,2,3,1301.0,1,5,4,4,3,2,1,32.0,3,2,1,2,1,1
1,2,18.0,2,3,1113.0,1,3,4,2,3,4,1,26.0,3,2,1,2,2,1
1,2,8.0,2,3,760.0,1,4,4,2,3,2,1,44.0,3,2,1,2,1,1
1,2,12.0,2,3,625.0,1,2,4,4,3,1,1,26.0,1,2,1,2,1,1
1,3,6.0,4,0,1323.0,2,5,2,1,1,4,3,28.0,3,2,2,3,2,1
1,1,9.0,4,3,1138.0,1,3,4,3,1,4,1,25.0,3,2,2,2,1,1
1,2,18.0,4,3,1795.0,1,5,3,2,3,4,1,48.0,1,1,2,2,1,1
1,2,15.0,4,3,2728.0,5,4,4,3,3,2,1,35.0,1,2,3,3,1,1
1,2,6.0,2,3,484.0,1,4,3,4,3,3,1,28.0,1,2,1,2,1,1
1,2,10.0,1,3,1048.0,1,3,4,3,1,4,1,23.0,2,2,1,2,1,1
1,2,12.0,2,3,1155.0,1,5,3,4,3,3,1,40.0,1,2,2,2,1,1
1,2,20.0,3,1,7057.0,5,4,3,3,1,4,2,36.0,1,1,2,4,2,1
1,2,15.0,4,3,1537.0,5,5,4,3,3,4,1,50.0,3,2,2,3,1,1
1,1,12.0,2,3,2214.0,1,3,4,3,1,3,2,24.0,3,2,1,2,1,1
1,4,24.0,4,2,1585.0,1,4,4,3,1,3,2,40.0,3,2,2,3,1,1
1,2,10.0,2,2,1521.0,1,3,4,1,1,2,3,31.0,3,2,1,2,1,1
1,2,36.0,1,4,3990.0,5,2,3,2,1,2,4,29.0,1,2,1,1,1,1
1,3,18.0,2,2,3049.0,1,2,1,2,1,1,2,45.0,2,2,1,2,1,1
0,1,24.0,2,3,1282.0,2,3,4,2,1,2,3,32.0,3,2,1,2,1,1
1,4,42.0,2,3,7882.375,2,4,2,2,1,4,1,21.0,3,2,1,3,1,1
1,1,12.0,2,0,1168.0,1,3,4,4,1,3,1,27.0,3,2,1,2,1,1
1,2,6.0,2,5,454.0,1,2,3,4,1,1,2,22.0,3,2,1,2,1,1
1,4,15.0,3,1,3594.0,1,2,1,2,1,2,2,46.0,3,2,2,2,1,1
1,4,12.0,2,2,1768.0,1,3,3,3,1,2,1,24.0,3,1,1,2,1,1
1,4,42.0,3,3,7882.375,1,4,2,3,1,4,3,21.0,3,2,2,3,1,1
1,3,12.0,3,0,2247.0,1,3,2,2,1,2,3,36.0,2,2,2,3,1,1
1,4,24.0,2,3,1413.0,1,3,4,4,1,2,2,28.0,3,2,1,3,1,1
1,2,42.0,4,1,4576.0,2,1,3,3,1,4,3,27.0,3,2,1,3,1,1
1,1,24.0,4,3,1231.0,4,5,4,2,1,4,2,57.0,3,1,2,4,1,1
0,1,36.0,2,1,7882.375,5,5,3,3,1,4,4,47.0,3,3,1,3,1,1
1,2,36.0,4,1,5800.0,1,3,3,3,1,4,3,34.0,3,2,2,3,1,1
1,1,18.0,3,6,7882.375,5,3,1,2,1,2,3,23.0,3,1,2,3,1,1
1,1,30.0,2,2,3622.0,4,5,4,2,1,4,2,57.0,3,1,2,3,1,1
1,1,6.0,4,3,1169.0,5,5,4,3,1,4,1,64.5,3,2,2,3,1,1
1,4,15.0,2,4,1262.0,3,4,4,3,1,3,2,36.0,3,2,2,3,1,1
1,3,24.0,4,2,3617.0,5,5,4,3,2,4,4,20.0,3,1,2,3,1,1
1,2,30.0,4,0,2181.0,5,5,4,3,1,4,1,36.0,3,2,2,3,1,1
0,1,42.0,1,9,7685.0,1,4,2,2,3,4,3,37.0,3,1,1,3,1,1
1,4,42.0,4,6,6110.0,1,3,1,3,1,3,4,31.0,1,3,1,3,1,1
1,4,24.0,2,0,3757.0,1,5,4,2,2,4,4,62.0,3,3,1,3,1,1
1,1,42.0,4,5,3394.0,1,1,4,3,2,4,3,64.5,3,2,2,1,1,1
1,4,36.0,4,9,6304.0,5,5,4,3,1,4,1,36.0,3,2,2,3,1,1
1,4,9.0,4,6,1244.0,5,5,4,2,1,4,2,41.0,3,1,2,2,1,1
1,4,6.0,2,0,3518.0,1,3,2,3,3,3,2,26.0,3,1,1,3,1,1
1,4,36.0,0,5,2613.0,1,3,4,3,1,2,3,27.0,3,2,2,3,1,1
1,1,42.0,2,6,7476.0,1,4,4,3,1,1,4,50.0,3,3,1,4,1,1
0,4,24.0,2,9,4591.0,4,3,2,3,1,3,2,54.0,3,2,3,4,1,1
0,2,18.0,2,2,1924.0,5,2,4,2,1,3,1,27.0,3,1,1,3,1,1
0,2,42.0,2,3,5595.0,2,3,2,4,1,2,3,24.0,3,2,1,3,1,1
0,2,42.0,3,6,6224.0,1,5,4,3,1,4,4,50.0,3,3,1,3,1,1
1,3,15.0,2,6,1905.0,1,5,4,3,1,4,3,40.0,3,1,1,4,1,1
1,4,21.0,3,1,2993.0,1,3,3,3,1,2,1,28.0,2,2,2,2,1,1
1,4,36.0,3,1,7882.375,5,4,3,3,1,2,3,31.0,2,2,1,4,2,1
1,1,24.0,2,2,4020.0,1,3,2,3,1,2,3,27.0,2,2,1,3,1,1
1,2,18.0,2,1,2779.0,1,3,1,4,1,3,3,21.0,3,1,1,3,1,1
1,4,21.0,2,0,2782.0,3,4,1,2,1,2,3,31.0,1,2,1,4,1,1
1,4,12.0,2,0,1884.0,1,5,4,3,1,4,3,39.0,3,2,1,4,1,1
1,4,36.0,4,1,7882.375,5,3,4,3,1,2,3,30.0,3,2,1,4,1,1
1,2,42.0,3,3,7882.375,5,3,2,3,1,2,4,27.0,3,3,1,4,1,1
1,2,42.0,1,1,7882.375,1,1,1,3,1,2,4,55.0,1,3,1,4,1,1
1,4,42.0,2,0,6527.0,5,3,4,3,1,4,4,34.0,3,3,1,3,2,1
1,4,15.0,4,1,3368.0,4,5,3,3,1,4,4,23.0,3,1,2,3,1,1
1,1,15.0,2,0,2511.0,1,1,1,2,1,4,3,23.0,3,1,1,3,1,1
1,1,36.0,2,1,5493.0,1,5,2,3,1,4,4,42.0,3,3,1,3,2,1
1,4,6.0,2,4,1338.0,3,3,1,1,1,4,1,62.0,3,2,1,3,1,1
1,2,9.0,2,3,1082.0,1,5,4,3,1,4,3,37.0,3,2,2,2,1,1
1,4,18.0,4,3,1149.0,4,3,4,3,1,3,1,46.0,3,2,2,3,1,1
1,2,15.0,2,5,1308.0,1,5,4,3,1,4,3,38.0,3,2,2,2,1,1
1,2,20.0,0,1,6148.0,2,5,3,4,1,4,3,31.0,1,2,2,3,1,1
1,4,12.0,2,2,1736.0,1,4,3,2,1,4,1,31.0,3,2,1,2,1,1
1,4,12.0,2,3,3059.0,4,4,2,1,1,4,1,61.0,3,2,1,2,1,1
0,1,24.0,2,2,2996.0,5,3,2,4,1,4,3,20.0,3,2,1,3,1,1
1,4,30.0,4,1,7596.0,5,5,1,3,1,4,3,63.0,3,2,2,3,1,1
1,4,30.0,2,1,4811.0,5,4,2,2,1,4,2,24.0,2,1,1,2,1,1
1,4,6.0,2,2,1766.0,1,3,1,4,1,2,2,21.0,3,1,1,3,1,1
1,2,24.0,2,1,2760.0,5,5,4,3,1,4,4,36.0,1,3,1,3,1,1
1,4,24.0,4,5,5507.0,1,5,3,3,1,4,4,44.0,3,3,2,3,1,1
1,2,9.0,2,6,1199.0,1,4,4,2,1,4,2,64.5,3,2,2,4,1,1
1,3,24.0,2,2,2892.0,1,5,3,1,1,4,4,51.0,3,3,1,3,1,1
1,2,36.0,3,0,2862.0,2,5,4,3,1,3,4,30.0,3,3,1,3,1,1
0,1,9.0,2,0,654.0,1,3,4,3,1,3,3,28.0,3,2,1,2,1,1
0,2,9.0,4,6,1136.0,4,5,4,3,1,3,4,32.0,3,3,2,3,2,1
0,2,24.0,2,1,4113.0,3,2,3,2,1,4,3,28.0,3,1,1,3,1,1
0,2,6.0,2,0,7882.375,5,1,1,3,1,2,2,23.0,3,2,1,1,1,1
0,1,15.0,0,0,950.0,1,5,4,3,1,3,3,33.0,3,1,2,3,2,1
0,1,24.0,4,0,1199.0,1,5,4,3,1,4,3,60.0,3,2,2,2,1,1
0,1,12.0,0,0,1082.0,1,3,4,3,1,4,3,48.0,1,2,2,3,1,1
0,2,30.0,2,0,2150.0,1,3,4,2,3,2,4,24.0,1,2,1,3,1,1
0,2,36.0,4,0,2820.0,1,2,4,1,1,4,3,27.0,3,2,2,3,1,1
0,2,42.0,2,3,3060.0,1,4,4,3,1,4,1,28.0,3,2,2,3,1,1
0,1,18.0,2,3,2600.0,1,3,4,3,1,4,4,64.5,3,3,2,3,1,1
0,4,21.0,0,0,5003.0,5,3,1,2,1,4,2,29.0,1,2,2,3,1,1
0,2,42.0,2,6,6288.0,1,3,4,3,1,4,4,42.0,3,3,1,3,1,1
0,4,24.0,3,0,2538.0,1,5,4,3,1,4,3,47.0,3,2,2,2,2,1
0,4,9.0,2,3,1478.0,1,4,4,3,1,2,3,22.0,3,2,1,3,1,1
0,2,39.0,4,3,4933.0,1,4,2,3,3,2,1,25.0,3,2,2,3,1,1
0,4,18.0,4,0,1530.0,1,3,3,3,1,2,2,32.0,1,2,2,3,1,1
0,2,9.0,1,0,1437.0,2,4,2,3,1,3,4,29.0,3,2,1,3,1,1
0,1,15.0,2,4,1275.0,5,3,4,2,1,2,3,24.0,3,1,1,3,1,1
0,1,24.0,2,3,1823.0,1,1,4,3,1,2,3,30.0,2,2,1,4,2,1
0,1,9.0,2,0,1422.0,1,2,3,3,1,2,4,27.0,3,3,1,4,1,1
0,1,18.0,2,4,1217.0,1,3,4,4,1,3,1,47.0,3,2,1,2,1,1
0,1,36.0,2,0,7882.375,1,4,2,3,1,1,3,24.0,3,2,1,3,1,1
0,1,36.0,3,9,2145.0,1,4,2,3,1,1,3,24.0,3,2,2,3,1,1
0,1,36.0,2,0,1842.0,1,2,4,2,1,4,3,34.0,3,2,1,3,1,1
0,2,18.0,3,2,4297.0,1,5,4,1,1,3,4,40.0,3,2,1,4,1,1
0,1,6.0,4,2,3384.0,1,3,1,1,1,4,1,44.0,3,1,1,4,1,1
0,2,18.0,4,3,1245.0,1,3,4,4,1,2,3,33.0,3,2,1,3,1,1
0,4,15.0,2,6,4623.0,2,3,3,3,1,2,2,40.0,3,2,1,4,1,1
0,2,30.0,4,2,7882.375,1,4,2,3,1,2,2,49.0,3,2,1,3,1,1
0,1,24.0,3,3,1024.0,1,2,4,4,1,4,1,48.0,2,2,1,3,1,1
0,2,36.0,2,0,7882.375,1,5,4,3,1,2,4,57.0,3,3,1,4,1,1
0,2,6.0,1,6,433.0,4,2,4,2,1,2,2,24.0,1,1,1,3,2,1
0,1,12.0,1,3,2149.0,1,3,4,1,1,1,4,29.0,3,3,1,3,1,1
0,4,24.0,2,3,2397.0,3,5,3,3,1,2,3,35.0,1,2,2,3,1,1
0,2,6.0,1,0,931.0,2,2,1,2,1,1,2,32.0,2,2,1,2,1,1
0,2,15.0,3,5,1512.0,4,3,3,4,1,3,2,61.0,2,2,2,3,1,1
0,2,24.0,0,9,4241.0,1,3,1,3,1,4,1,36.0,3,2,3,2,1,1
0,2,24.0,4,2,4736.0,1,2,2,2,1,4,3,25.0,1,2,1,2,1,1
0,2,15.0,0,0,1778.0,1,2,2,2,1,1,1,26.0,3,1,2,1,1,1
0,3,15.0,2,3,2327.0,1,2,2,2,1,3,1,25.0,3,2,1,2,1,1
0,1,24.0,1,2,6872.0,1,2,2,1,1,1,2,55.0,1,2,1,3,1,1
0,1,12.0,2,6,795.0,1,2,4,2,1,4,2,53.0,3,2,1,3,1,1
0,3,30.0,3,9,1908.0,1,5,4,3,1,4,1,64.5,3,2,1,4,1,1
0,2,36.0,0,9,1953.0,1,5,4,3,1,4,4,61.0,3,3,1,4,1,1
0,3,18.0,2,2,2864.0,1,3,2,3,1,1,1,34.0,3,2,1,2,2,1
0,3,21.0,4,6,2319.0,1,2,2,1,1,1,3,33.0,3,1,1,3,1,1
0,1,24.0,2,0,915.0,5,5,4,2,1,2,3,29.0,1,2,1,3,1,1
0,3,24.0,2,0,947.0,1,4,4,3,1,3,4,38.0,1,3,1,3,2,1
0,1,24.0,2,0,1381.0,5,3,4,2,1,2,2,35.0,3,2,1,3,1,1
0,1,24.0,2,0,1285.0,5,4,4,2,1,4,4,32.0,3,1,1,3,1,1
0,1,24.0,2,0,1371.0,5,3,4,2,1,4,1,25.0,3,1,1,3,1,1
0,2,18.0,2,0,1042.0,5,3,4,2,1,2,2,33.0,3,2,1,3,1,1
0,1,12.0,2,0,900.0,5,3,4,4,1,2,3,23.0,3,2,1,3,1,1
0,1,24.0,2,0,1207.0,1,2,4,2,1,4,2,24.0,3,1,1,3,1,1
0,2,18.0,0,0,2278.0,2,2,3,2,1,3,3,28.0,3,2,2,3,1,1
0,1,42.0,3,9,6836.0,1,5,3,3,1,4,4,63.0,3,2,2,3,1,1
0,1,24.0,2,2,3345.0,1,5,4,3,1,2,2,39.0,3,1,1,4,1,1
0,1,6.0,1,6,1198.0,1,5,4,2,1,4,4,35.0,3,3,1,3,1,1
0,2,42.0,2,9,7882.375,1,3,2,3,1,2,3,23.0,3,2,1,3,1,1
0,1,42.0,2,9,7297.0,1,5,4,3,2,4,4,36.0,3,1,1,3,1,1
0,4,18.0,2,5,1943.0,1,2,4,2,1,4,1,23.0,3,2,1,3,1,1
0,1,18.0,2,3,3190.0,1,3,2,2,1,2,1,24.0,3,2,1,3,1,1
0,2,9.0,1,1,5129.0,1,5,2,2,1,4,4,64.5,1,3,1,4,2,1
0,4,18.0,3,2,1808.0,1,4,4,2,1,1,1,22.0,3,2,1,3,1,1
0,3,10.0,2,0,1240.0,2,5,1,2,1,4,4,48.0,3,3,1,2,2,1
0,1,12.0,2,0,759.0,1,4,4,3,1,2,1,26.0,3,2,1,3,1,1
0,2,8.0,2,2,1237.0,1,3,3,2,1,4,1,24.0,3,2,1,3,1,1
0,4,9.0,2,2,1980.0,1,2,2,2,2,2,3,19.0,3,1,2,3,1,1
0,2,42.0,2,3,7882.375,4,4,1,3,2,2,4,27.0,1,2,2,3,1,1
0,1,36.0,3,6,6887.0,1,3,4,3,1,3,2,29.0,2,2,1,3,1,1
0,1,24.0,2,3,1938.0,1,2,4,1,1,3,2,32.0,3,2,1,3,1,1
0,1,21.0,2,3,1835.0,1,3,3,2,1,2,1,25.0,3,2,2,3,1,1
0,1,24.0,3,3,1659.0,1,2,4,2,1,2,3,29.0,3,1,1,2,1,1
0,2,6.0,3,0,1209.0,1,1,4,3,1,4,2,47.0,3,2,1,4,1,1
0,2,42.0,0,9,3844.0,2,4,4,3,1,4,4,34.0,3,3,1,2,2,1
0,1,12.0,4,0,4843.0,1,5,3,3,2,4,2,43.0,3,1,2,3,1,1
0,2,12.0,2,5,639.0,1,3,4,3,1,2,3,30.0,3,2,1,3,1,1
0,2,42.0,2,3,5951.0,1,3,2,2,1,2,1,22.0,3,2,1,3,1,1
0,2,36.0,0,3,3804.0,1,3,4,2,1,1,3,42.0,3,2,1,3,1,1
0,4,36.0,3,3,4463.0,1,3,4,3,1,2,3,26.0,3,2,2,4,1,1
0,4,36.0,3,9,7882.375,5,2,4,3,1,4,3,27.0,3,1,2,3,1,1
0,3,36.0,2,3,4210.0,1,3,4,3,1,2,3,26.0,3,2,1,3,1,1
0,4,6.0,2,2,4611.0,1,2,1,2,1,4,2,32.0,3,2,1,3,1,1
0,2,24.0,2,1,7882.375,1,3,1,2,1,4,3,23.0,3,1,2,4,1,1
0,4,18.0,0,9,4165.0,1,3,2,3,1,2,3,36.0,2,2,2,3,2,1
0,2,24.0,2,2,4057.0,1,4,3,1,1,3,3,43.0,3,2,1,3,1,1
0,4,18.0,1,0,6458.0,1,5,2,3,1,4,4,39.0,1,2,2,4,2,1
0,4,12.0,2,0,1386.0,3,3,2,2,1,2,2,26.0,3,2,1,3,1,1
0,1,36.0,2,6,1977.0,5,5,4,3,1,4,4,40.0,3,2,1,4,1,1
0,2,18.0,4,2,1928.0,1,2,2,3,1,2,1,31.0,3,2,2,2,1,1
0,4,12.0,2,2,1123.0,3,3,4,2,1,4,3,29.0,3,1,1,2,1,1
0,2,24.0,2,10,7882.375,1,3,2,3,2,3,3,29.0,1,2,2,4,1,1
0,2,24.0,4,10,7882.375,1,3,2,3,2,3,3,39.0,3,2,2,4,2,1
0,2,27.0,4,3,2520.0,3,3,4,3,1,2,2,23.0,3,2,2,2,1,1
0,2,30.0,3,3,1919.0,2,2,4,3,1,3,4,30.0,2,2,2,4,1,1
0,2,42.0,1,10,7882.375,2,5,3,2,1,4,4,60.0,1,3,2,4,1,1
0,2,36.0,2,3,2671.0,2,3,4,2,2,4,4,50.0,3,3,1,3,1,1
0,2,36.0,2,6,7882.375,2,3,1,3,1,4,4,47.0,3,3,1,3,2,1
0,2,42.0,2,3,3031.0,2,3,4,3,3,4,2,21.0,3,1,1,3,1,1
0,1,12.0,1,3,626.0,1,3,4,2,1,4,1,24.0,1,2,1,2,1,1
0,2,24.0,4,9,1935.0,1,5,4,1,1,4,1,31.0,3,2,2,3,1,1
0,3,24.0,4,0,1344.0,5,4,4,3,1,2,1,37.0,1,2,2,2,2,1
0,4,18.0,2,2,1533.0,1,2,4,4,2,1,2,43.0,3,2,1,2,2,1
0,1,42.0,2,0,3931.0,1,4,4,3,1,4,4,46.0,3,3,1,3,2,1
0,1,24.0,1,2,3349.0,3,2,4,3,1,4,4,30.0,3,3,1,3,2,1
0,1,36.0,2,3,2302.0,1,3,4,1,1,4,3,31.0,3,1,1,3,1,1
0,1,42.0,2,3,3965.0,1,2,4,3,1,3,3,34.0,3,2,1,3,1,1
0,1,12.0,2,3,727.0,2,2,4,4,1,3,4,33.0,3,2,1,2,1,1
0,4,42.0,2,9,3914.0,5,3,4,1,1,2,1,38.0,1,2,1,3,1,1
0,1,42.0,2,9,4308.0,1,2,3,2,1,4,2,24.0,3,1,1,3,1,1
0,2,12.0,2,3,1534.0,1,2,1,4,1,1,1,23.0,3,1,1,3,1,1
0,4,18.0,4,0,2775.0,1,4,2,3,1,2,2,31.0,1,2,2,3,1,1
0,1,40.0,4,6,5998.0,1,3,4,3,1,3,4,27.0,1,2,1,3,1,1
0,3,15.0,4,3,1271.0,5,3,3,3,1,4,4,39.0,3,3,2,3,1,1
0,2,12.0,2,0,1295.0,1,2,3,2,1,1,3,25.0,3,1,1,3,1,1
0,2,36.0,2,1,7882.375,1,2,1,4,1,4,3,28.0,3,1,1,4,1,1
0,2,12.0,2,2,951.0,2,2,4,2,1,4,3,27.0,1,1,4,3,1,1
0,2,24.0,2,0,1355.0,1,2,3,2,1,4,3,25.0,3,2,1,2,1,1
0,1,42.0,2,4,3051.0,1,3,3,3,1,4,3,54.0,3,2,1,3,1,1
0,4,36.0,4,0,7855.0,1,3,4,2,1,2,1,25.0,2,2,2,3,1,1
0,4,18.0,2,3,433.0,1,1,3,2,2,4,1,22.0,3,1,1,3,1,1
0,4,36.0,3,9,7882.375,1,2,1,1,1,1,3,28.0,3,2,2,3,1,1
0,2,24.0,1,6,1837.0,1,4,4,2,1,4,4,34.0,1,3,1,2,1,1
0,2,30.0,4,0,4249.0,1,1,4,4,1,2,3,28.0,3,2,2,4,1,1
0,2,30.0,4,0,5234.0,1,1,4,4,1,2,3,28.0,3,2,2,4,1,1
0,1,42.0,2,3,6758.0,1,3,3,2,1,2,3,31.0,3,2,1,3,1,1
0,1,9.0,2,3,1366.0,1,2,3,2,1,4,2,22.0,3,1,1,3,1,1
0,1,24.0,1,10,1358.0,5,5,4,3,1,3,3,40.0,2,2,1,4,1,1
0,1,18.0,2,2,2473.0,1,1,4,3,1,1,3,25.0,3,2,1,1,1,1
0,3,9.0,0,3,1337.0,1,2,4,3,1,2,3,34.0,3,2,2,4,1,1
